division,district,block,cluster,school,week,teachers_registered,baseline_assessments,baseline_average_level,tutoring_calls,endline_assessments,endline_average_level
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,MAMADAPUR,GOVT HPS HANCHINAL PM,2025-02-10/2025-02-16,1,0,,0,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,MAMADAPUR,GOVT HPS HANCHINAL PM,2025-02-24/2025-03-02,3,15,1.3333333333333333,14,8,3.875
KALABURAGI,KALBURGI,JEWARGI,ANKALAGI,GOVT HPS HANCHINAL SN,2025-02-03/2025-02-09,1,3,0.6666666666666666,1,1,4.0
KALABURAGI,KALBURGI,JEWARGI,HIPPARGI,GOVT HPS HANCHINAL [SA],2025-02-10/2025-02-16,2,12,2.75,0,6,4.0
DHARWAD,VIJAYAPURA,SINDAGI,KERUTAGI,GOVT HPS HANDIGANUR,2025-02-10/2025-02-16,4,12,3.6666666666666665,2,3,3.3333333333333335
DHARWAD,VIJAYAPURA,SINDAGI,KERUTAGI,GOVT HPS HANDIGANUR,2025-02-24/2025-03-02,2,6,2.3333333333333335,6,3,4.0
DHARWAD,VIJAYAPURA,MUDDEBIHAL,YARAZARI,GOVT HPS HANDRAGALL,2025-02-17/2025-02-23,3,4,1.5,0,0,
KALABURAGI,KALBURGI,JEWARGI,YEDRAMI,GOVT HPS HANGARGA [K],2025-02-03/2025-02-09,2,3,1.0,0,1,3.0
KALABURAGI,KALBURGI,JEWARGI,YEDRAMI,GOVT HPS HANGARGA [K],2025-02-10/2025-02-16,1,1,1.0,1,1,2.0
KALABURAGI,KALBURGI,JEWARGI,ALOOR,GOVT HPS HANGARGI B,2025-02-17/2025-02-23,2,5,1.4,2,5,4.0
DHARWAD,VIJAYAPURA,INDI,HANJAGI,GOVT HPS HANJAGI,2025-02-17/2025-02-23,5,0,,3,6,3.6666666666666665
DHARWAD,VIJAYAPURA,INDI,HANJAGI,GOVT HPS HANJAGI,2025-02-24/2025-03-02,1,2,1.5,0,0,
KALABURAGI,BIDAR,HUMNABAD,HUDGI,GOVT HPS HANKUNI,2025-02-10/2025-02-16,1,0,,0,0,
KALABURAGI,BIDAR,BASAVAKALYAN,SASTAPUR,GOVT HPS HANMANTHWADI (M),2025-02-03/2025-02-09,1,0,,1,0,
KALABURAGI,BIDAR,BASAVAKALYAN,SASTAPUR,GOVT HPS HANMANTHWADI (M),2025-02-10/2025-02-16,2,4,0.0,47,0,
KALABURAGI,YADAGIRI,SHORAPUR,GEDDALMARI,GOVT HPS HANUMASAGAR,2025-02-10/2025-02-16,3,0,,0,0,
DHARWAD,BAGALKOT,JAMAKHANDI,RAMPUR,GOVT HPS HARIJAN KERI JAGADAL,2025-02-10/2025-02-16,3,8,1.5,6,2,2.0
DHARWAD,BAGALKOT,JAMAKHANDI,RABAKAVI,GOVT HPS HARIJAN VASTI HANAGANDI,2025-02-17/2025-02-23,1,4,2.5,16,4,3.0
DHARWAD,BAGALKOT,JAMAKHANDI,RABAKAVI,GOVT HPS HARIJAN VASTI HANAGANDI,2025-02-24/2025-03-02,1,2,3.5,0,0,
KALABURAGI,YADAGIRI,YADGIR,GURUMITKAL,GOVT HPS HARIJANAWAD,2025-02-10/2025-02-16,1,1,4.0,0,0,
KALABURAGI,BIDAR,AURAD,AURAD EAST,GOVT HPS HARIJANWADA,2025-02-10/2025-02-16,1,4,1.0,2,0,
KALABURAGI,KALBURGI,SEDAM,SEDAM EAST,GOVT HPS HARIJANWADA SEDAM,2025-02-03/2025-02-09,1,0,,2,0,
KALABURAGI,KALBURGI,SEDAM,SEDAM EAST,GOVT HPS HARIJANWADA SEDAM,2025-02-10/2025-02-16,2,7,1.0,17,2,3.0
KALABURAGI,KALBURGI,SEDAM,SEDAM EAST,GOVT HPS HARIJANWADA SEDAM,2025-02-17/2025-02-23,2,2,1.0,4,0,
KALABURAGI,BIDAR,BHALKI,KALWADI,GOVT HPS HARNAL,2025-02-10/2025-02-16,1,0,,0,0,
KALABURAGI,KALBURGI,JEWARGI,HIPPARGI,GOVT HPS HARNOOR,2025-02-10/2025-02-16,1,6,1.0,6,7,4.0
KALABURAGI,BIDAR,BIDAR,HALADKERI,GOVT HPS HAROORGERI,2025-02-03/2025-02-09,2,20,2.9,0,0,
KALABURAGI,KALBURGI,GULBARGA SOUTH,HONNA KIRANAGI,GOVT HPS HASANAPUR,2025-01-27/2025-02-02,1,1,1.0,1,0,
KALABURAGI,KALBURGI,GULBARGA SOUTH,HONNA KIRANAGI,GOVT HPS HASANAPUR,2025-02-10/2025-02-16,1,0,,0,0,
KALABURAGI,KALBURGI,CHINCHOLI,CHIMMANCHOD,GOVT HPS HASARGUNDAGI,2025-02-03/2025-02-09,1,3,2.0,1,0,
KALABURAGI,KALBURGI,CHINCHOLI,CHIMMANCHOD,GOVT HPS HASARGUNDAGI,2025-02-24/2025-03-02,1,2,2.5,2,1,2.0
KALABURAGI,KALBURGI,GULBARGA SOUTH,PATTAN,GOVT HPS HATAGUNDA,2025-01-27/2025-02-02,1,1,1.0,0,0,
DHARWAD,VIJAYAPURA,CHADACHAN,HATTALLI,GOVT HPS HATTALLI,2025-02-24/2025-03-02,1,0,,0,0,
KALABURAGI,KALBURGI,ALAND,ALAND NORTH,GOVT HPS HATYANAGALLI ALAND,2025-02-10/2025-02-16,1,22,2.3636363636363638,0,0,
DHARWAD,VIJAYAPURA,CHADACHAN,HATTALLI,GOVT HPS HAVINAL,2025-02-10/2025-02-16,3,1,3.0,0,0,
DHARWAD,VIJAYAPURA,CHADACHAN,HATTALLI,GOVT HPS HAVINAL,2025-02-24/2025-03-02,4,11,2.1818181818181817,12,9,2.2222222222222223
KALABURAGI,KALBURGI,SEDAM,KURKUNTA,GOVT HPS HAYYAL,2025-02-10/2025-02-16,2,4,1.25,3,3,3.0
KALABURAGI,KALBURGI,ALAND,SARSAMBA,GOVT HPS HEBALI,2025-02-10/2025-02-16,2,2,0.5,3,5,4.0
KALABURAGI,YADAGIRI,SHORAPUR,VAJJAL,GOVT HPS HEBBAL [B],2025-02-03/2025-02-09,1,0,,0,0,
KALABURAGI,YADAGIRI,YADGIR,HEDGIMADRA,GOVT HPS HEDAGIMADRA,2025-02-03/2025-02-09,1,0,,0,0,
KALABURAGI,YADAGIRI,YADGIR,HEDGIMADRA,GOVT HPS HEDAGIMADRA,2025-02-10/2025-02-16,6,7,3.0,3,0,
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,HITTINAHALLI,GOVT HPS HEGDIHAL,2025-02-10/2025-02-16,2,11,3.727272727272727,13,7,4.0
DHARWAD,VIJAYAPURA,BIJAPUR RURAL,HITTINAHALLI,GOVT HPS HEGDIHAL LT,2025-02-10/2025-02-16,3,12,2.3333333333333335,37,11,2.5454545454545454
KALABURAGI,KALBURGI,JEWARGI,HIPPARGI,GOVT HPS HEGGINAL,2025-02-03/2025-02-09,1,1,3.0,0,0,
KALABURAGI,KALBURGI,JEWARGI,HIPPARGI,GOVT HPS HEGGINAL,2025-02-10/2025-02-16,1,5,1.6,0,0,
KALABURAGI,YADAGIRI,YADGIR,YADGIR URBAN,GOVT HPS HENDGARAAGASI YADGIR,2025-02-10/2025-02-16,1,0,,0,0,
KALABURAGI,KALBURGI,CHITTAPUR,REVAGGI,GOVT HPS HEROOR K,2025-02-03/2025-02-09,1,3,2.0,12,3,4.0
KALABURAGI,KALBURGI,GULBARGA SOUTH,HAGARGUNDAGI,GOVT HPS HEROOR [B],2025-02-10/2025-02-16,3,9,2.7777777777777777,0,0,
KALABURAGI,KALBURGI,GULBARGA SOUTH,HAGARGUNDAGI,GOVT HPS HEROOR [B],2025-02-17/2025-02-23,1,2,1.0,0,0,
KALABURAGI,BIDAR,HUMNABAD,HALLIKHED (B),GOVT HPS HILALPUR,2025-02-10/2025-02-16,1,3,1.0,3,0,
KALABURAGI,BIDAR,HUMNABAD,HALLIKHED (B),GOVT HPS HILALPUR,2025-02-24/2025-03-02,1,0,,3,0,
DHARWAD,VIJAYAPURA,CHADACHAN,HALASANGI,GOVT HPS HINGANI,2025-02-10/2025-02-16,1,0,,0,0,
DHARWAD,VIJAYAPURA,CHADACHAN,HALASANGI,GOVT HPS HINGANI,2025-02-17/2025-02-23,2,1,1.0,0,0,
DHARWAD,VIJAYAPURA,CHADACHAN,HALASANGI,GOVT HPS HINGANI,2025-02-24/2025-03-02,1,1,1.0,0,0,
DHARWAD,VIJAYAPURA,CHADACHAN,HALASANGI,GOVT HPS HINGANI AV,2025-02-24/2025-03-02,1,3,0.0,8,2,3.0
KALABURAGI,BIDAR,AURAD,KUSHNOOR-T,GOVT HPS HIPPALGAON,2025-02-10/2025-02-16,1,3,2.3333333333333335,0,0,
KALABURAGI,BIDAR,HUMNABAD,BENCHINCHOLI,GOVT HPS HIPPARGA,2025-02-10/2025-02-16,1,0,,0,2,1.5
