division,district,block,cluster,school,week,teachers_registered,baseline_assessments,baseline_average_level,tutoring_calls,endline_assessments,endline_average_level
KALABURAGI,KALBURGI,SEDAM,SEDAM URDU,GHPS RAHAMATNAGAR SEDAM(SSA),2025-02-10/2025-02-16,3,26,0.8076923076923077,13,12,2.4166666666666665
KALABURAGI,BALLARI,BELLARY WEST,PARVATHI NAGAR BLY,GHPS RAILWAY COLONY,2025-02-10/2025-02-16,1,1,4.0,0,0,
KALABURAGI,BALLARI,BELLARY WEST,PARVATHI NAGAR BLY,GHPS RAILWAY COLONY,2025-02-24/2025-03-02,1,1,4.0,1,1,4.0
KALABURAGI,VIJAYANAGARA,KUDLIGI,SOLLAMMA MANDIRA,GHPS RAJEEV GANDHI NAGAR,2025-02-17/2025-02-23,1,6,1.1666666666666667,16,6,4.0
KALABURAGI,KOPPAL,GANGAVATHI,KARATAGI WEST,GHPS RAJEEV GANDHI NAGAR KARATAGI,2025-02-10/2025-02-16,1,0,,0,0,
KALABURAGI,BALLARI,SIRUGUPPA,"SIRUGUPPA, 6TH WARD",GHPS RAJEEV GANDHI NAGAR SIRUGUPPA,2025-02-24/2025-03-02,2,7,0.5714285714285714,28,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,GACHINAMATT KOTTUR,"GHPS RAJEEVA NAGAR,KOTTUR",2025-02-10/2025-02-16,4,7,3.5714285714285716,10,22,3.727272727272727
KALABURAGI,VIJAYANAGARA,KUDLIGI,GACHINAMATT KOTTUR,"GHPS RAJEEVA NAGAR,KOTTUR",2025-02-17/2025-02-23,1,1,4.0,1,3,4.0
KALABURAGI,VIJAYANAGARA,KUDLIGI,GACHINAMATT KOTTUR,"GHPS RAJEEVA NAGAR,KOTTUR",2025-02-24/2025-03-02,1,0,,1,2,4.0
MYSURU,MYSURU,H.D.KOTE,ANNURU,GHPS RAJEGOWDANAHUNDI,2025-02-24/2025-03-02,1,0,,1,3,2.6666666666666665
KALABURAGI,VIJAYANAGARA,HADAGALI,HADAGALI GRAMINA,GHPS RAJWALA,2025-02-24/2025-03-02,2,3,2.0,1,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,CHANDRASEKHARA PURA,GHPS RAMA DURGA,2025-02-10/2025-02-16,1,0,,4,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,CHIRATHAGUNDU,GHPS RAMA SAGARA HATTI,2025-02-10/2025-02-16,1,0,,0,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,CHIRATHAGUNDU,GHPS RAMA SAGARA HATTI,2025-02-17/2025-02-23,3,14,2.2857142857142856,11,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,CHIRATHAGUNDU,GHPS RAMA SAGARA HATTI,2025-02-24/2025-03-02,1,0,,1,1,4.0
DHARWAD,GADAG,SHIRHATTI,SHIGLI,GHPS RAMAGIRI,2025-02-10/2025-02-16,3,9,1.0,34,9,3.111111111111111
KALABURAGI,BALLARI,BELLARY WEST,BANDIHATTI BELLARY,GHPS RAMANAGAR BANDIHATTI,2025-02-10/2025-02-16,1,2,0.5,0,0,
KALABURAGI,BALLARI,BELLARY WEST,BANDIHATTI BELLARY,GHPS RAMANAGAR BANDIHATTI,2025-02-17/2025-02-23,3,6,1.0,1,1,4.0
DHARWAD,DHARWAD,KUNDAGOL,YELIVAL,GHPS RAMANAKOPPA,2025-02-10/2025-02-16,2,7,2.142857142857143,3,0,
DHARWAD,DHARWAD,KUNDAGOL,YELIVAL,GHPS RAMANAKOPPA,2025-02-17/2025-02-23,1,0,,0,0,
KALABURAGI,KOPPAL,GANGAVATHI,KARATAGI EAST,GHPS RAMANGAR KARATAGI,2025-02-03/2025-02-09,2,8,1.25,0,0,
KALABURAGI,KOPPAL,GANGAVATHI,KARATAGI EAST,GHPS RAMANGAR KARATAGI,2025-02-24/2025-03-02,2,0,,0,7,4.0
DHARWAD,GADAG,RON,GOGERI,GHPS RAMAPUR,2025-02-10/2025-02-16,4,21,2.0,51,17,3.823529411764706
DHARWAD,HAVERI,HAVERI,YALAGACCHA,GHPS RAMAPUR,2025-02-10/2025-02-16,4,21,2.0,51,17,3.823529411764706
DHARWAD,GADAG,RON,GOGERI,GHPS RAMAPUR,2025-02-17/2025-02-23,1,2,1.0,10,3,4.0
DHARWAD,HAVERI,HAVERI,YALAGACCHA,GHPS RAMAPUR,2025-02-17/2025-02-23,1,2,1.0,10,3,4.0
DHARWAD,HAVERI,HANAGAL,KOPPARSIKOPPA,GHPS RAMATEERTHA HOSAKOPPA,2025-02-10/2025-02-16,4,13,1.9230769230769231,6,4,4.0
DHARWAD,HAVERI,HANAGAL,KOPPARSIKOPPA,GHPS RAMATEERTHA HOSAKOPPA,2025-02-17/2025-02-23,1,0,,0,0,
DHARWAD,HAVERI,HANAGAL,KOPPARSIKOPPA,GHPS RAMATEERTHA HOSAKOPPA,2025-02-24/2025-03-02,1,0,,1,0,
KALABURAGI,KALBURGI,CHINCHOLI,AINAPUR,GHPS RAMCHANDRANAIK TANDA,2025-02-24/2025-03-02,1,3,1.0,0,0,
MYSURU,MYSURU,H.D.KOTE,BEECHANA HALLI,GHPS RAMENHALLI,2025-02-03/2025-02-09,1,0,,0,0,
MYSURU,MYSURU,H.D.KOTE,BEECHANA HALLI,GHPS RAMENHALLI,2025-02-10/2025-02-16,1,5,1.8,12,3,2.6666666666666665
MYSURU,MYSURU,H.D.KOTE,BEECHANA HALLI,GHPS RAMENHALLI,2025-02-17/2025-02-23,1,2,2.0,8,2,3.0
KALABURAGI,KALBURGI,GULBARGA NORTH,KHAJA COLONY,GHPS RAMJINAGAR NO2,2025-02-24/2025-03-02,1,0,,0,7,3.4285714285714284
DHARWAD,DHARWAD,KALGHATAGI,DASTIKOPPA,GHPS RAMNAL,2025-02-03/2025-02-09,3,12,1.9166666666666667,0,0,
DHARWAD,DHARWAD,KALGHATAGI,DASTIKOPPA,GHPS RAMNAL,2025-02-10/2025-02-16,1,5,1.6,1,0,
DHARWAD,DHARWAD,KALGHATAGI,DASTIKOPPA,GHPS RAMNAL,2025-02-17/2025-02-23,1,8,4.0,9,1,4.0
KALABURAGI,KOPPAL,GANGAVATHI,ANEGUNDI,GHPS RAMPUR,2025-02-03/2025-02-09,1,1,1.0,0,0,
KALABURAGI,KOPPAL,GANGAVATHI,ANEGUNDI,GHPS RAMPUR,2025-02-10/2025-02-16,1,2,0.5,3,0,
KALABURAGI,KOPPAL,GANGAVATHI,ANEGUNDI,GHPS RAMPUR,2025-02-24/2025-03-02,1,0,,0,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,CHIRIBI,GHPS RAMPURA,2025-02-24/2025-03-02,1,3,3.6666666666666665,1,0,
DHARWAD,GADAG,SHIRHATTI,CHABBI,GHPS RANATUR,2025-02-10/2025-02-16,3,4,2.25,0,5,2.8
KALABURAGI,VIJAYANAGARA,KUDLIGI,HOSA HALLI,GHPS RANGANA THANA HALLI,2025-02-17/2025-02-23,1,9,2.0,0,0,
MYSURU,MYSURU,T.N.PURA,RANGASAMUDRA,GHPS RANGANATHA PURA,2025-02-03/2025-02-09,1,2,2.5,0,0,
MYSURU,MYSURU,T.N.PURA,RANGASAMUDRA,GHPS RANGANATHA PURA,2025-02-10/2025-02-16,1,1,2.0,0,0,
MYSURU,MYSURU,T.N.PURA,RANGASAMUDRA,GHPS RANGANATHA PURA,2025-02-17/2025-02-23,1,0,,0,3,2.6666666666666665
KALABURAGI,KOPPAL,KUSTAGI,HANUMANAL,GHPS RANGAPUR,2025-02-17/2025-02-23,3,1,1.0,6,25,3.08
MYSURU,MYSURU,T.N.PURA,RANGASAMUDRA,GHPS RANGASAMUDRA,2025-02-03/2025-02-09,1,1,0.0,0,0,
MYSURU,MYSURU,T.N.PURA,RANGASAMUDRA,GHPS RANGASAMUDRA,2025-02-17/2025-02-23,2,8,0.375,34,6,3.0
MYSURU,MYSURU,T.N.PURA,RANGASAMUDRA,GHPS RANGASAMUDRA,2025-02-24/2025-03-02,1,3,0.0,15,6,2.1666666666666665
DHARWAD,DHARWAD,KUNDAGOL,GUDAGERI,GHPS RATTIGERI,2025-02-10/2025-02-16,3,41,2.0,9,8,2.125
DHARWAD,DHARWAD,KUNDAGOL,GUDAGERI,GHPS RATTIGERI,2025-02-24/2025-03-02,3,4,2.0,19,20,3.2
KALABURAGI,BALLARI,SIRUGUPPA,NADANGA,GHPS RAVIHAL,2025-02-17/2025-02-23,1,0,,0,0,
KALABURAGI,BALLARI,SIRUGUPPA,NADANGA,GHPS RAVIHAL,2025-02-24/2025-03-02,2,6,3.0,0,0,
KALABURAGI,BALLARI,BELLARY EAST,RUPANAGUDI,GHPS RAYAPURA,2025-02-17/2025-02-23,4,15,1.3333333333333333,17,17,1.7058823529411764
KALABURAGI,BALLARI,SIRUGUPPA,"SIRUGUPPA, 6TH WARD",GHPS REVENUE QUATERS,2025-02-24/2025-03-02,3,1,2.0,0,36,2.0555555555555554
KALABURAGI,KOPPAL,GANGAVATHI,ULENOOR,"GHPS RMSA UPGRADED HS HPS,NANDIHALLI.",2025-02-10/2025-02-16,1,9,1.3333333333333333,27,9,4.0
KALABURAGI,RAICHUR,LINGASUGUR,VEERAPUR,GHPS RODALABANDA-T,2025-02-03/2025-02-09,1,4,2.0,9,1,3.0
KALABURAGI,RAICHUR,LINGASUGUR,VEERAPUR,GHPS RODALABANDA-T,2025-02-10/2025-02-16,2,1,2.0,2,1,4.0
DHARWAD,GADAG,RON,RON SOUTH,GHPS RON(MRBC),2025-02-10/2025-02-16,1,4,3.0,0,0,
DHARWAD,DHARWAD,KUNDAGOL,HIREGUNJAL,GHPS ROTTIGAWAD,2025-02-10/2025-02-16,2,16,1.0,12,6,3.5
KALABURAGI,BALLARI,BELLARY EAST,RUPANAGUDI,GHPS RUPANAGUDI,2025-02-17/2025-02-23,3,14,1.4285714285714286,0,0,
KALABURAGI,BALLARI,SANDUR,BOMMA GATTA,GHPS S P HALLI,2025-02-10/2025-02-16,1,0,,0,0,
KALABURAGI,BALLARI,BELLARY WEST,EMMIGANUR,GHPS S W S EMMIGANUR,2025-02-10/2025-02-16,3,3,1.6666666666666667,6,0,
KALABURAGI,BALLARI,BELLARY WEST,EMMIGANUR,GHPS S W S EMMIGANUR,2025-02-17/2025-02-23,1,5,3.4,0,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,"KUDLIGI, FOR GIRLS",GHPS S. GOLLARA HATTI,2025-02-17/2025-02-23,3,9,1.4444444444444444,0,0,
KALABURAGI,BALLARI,SANDUR,THARANAGARA,GHPS S.BASAPURA,2025-02-03/2025-02-09,1,13,1.6923076923076923,48,10,3.4
KALABURAGI,BALLARI,SANDUR,THARANAGARA,GHPS S.BASAPURA,2025-02-10/2025-02-16,1,6,0.3333333333333333,24,6,2.1666666666666665
KALABURAGI,KOPPAL,KOPPAL,MUNERABADA,GHPS S.J.S.MUNIRABAD,2025-02-10/2025-02-16,2,21,3.0952380952380953,23,7,3.857142857142857
KALABURAGI,KOPPAL,KOPPAL,MUNERABADA,GHPS S.J.S.MUNIRABAD,2025-02-17/2025-02-23,1,9,2.6666666666666665,0,0,
KALABURAGI,KOPPAL,KOPPAL,MUNERABADA,GHPS S.J.S.MUNIRABAD,2025-02-24/2025-03-02,3,18,3.2222222222222223,5,2,4.0
KALABURAGI,BALLARI,BELLARY WEST,"S.N.PET, KAMPLI","GHPS S.N.PET, KAMPLI",2025-02-17/2025-02-23,3,3,2.3333333333333335,0,0,
KALABURAGI,BALLARI,BELLARY WEST,"S.N.PET, KAMPLI","GHPS S.N.PET, KAMPLI",2025-02-24/2025-03-02,3,0,,1,11,3.5454545454545454
KALABURAGI,BALLARI,BELLARY EAST,S.R.COLONY BELLARY,GHPS S.R.COLONY,2025-02-10/2025-02-16,8,22,1.6363636363636365,3,0,
KALABURAGI,BALLARI,SIRUGUPPA,U HOSALLI,GHPS S.W.S ARALIGANOOR,2025-02-03/2025-02-09,1,1,4.0,0,0,
KALABURAGI,BALLARI,SIRUGUPPA,U HOSALLI,GHPS S.W.S ARALIGANOOR,2025-02-10/2025-02-16,2,17,2.235294117647059,20,9,4.0
KALABURAGI,BALLARI,SIRUGUPPA,U HOSALLI,GHPS S.W.S ARALIGANOOR,2025-02-17/2025-02-23,1,3,1.0,7,2,4.0
KALABURAGI,BALLARI,SIRUGUPPA,U HOSALLI,GHPS S.W.S BALAKUNDI,2025-02-10/2025-02-16,1,1,1.0,0,0,
KALABURAGI,BALLARI,SIRUGUPPA,U HOSALLI,GHPS S.W.S BALAKUNDI,2025-02-17/2025-02-23,1,10,2.3,6,7,2.5714285714285716
KALABURAGI,BALLARI,SIRUGUPPA,U HOSALLI,GHPS S.W.S BALAKUNDI,2025-02-24/2025-03-02,4,3,1.3333333333333333,4,0,
KALABURAGI,BALLARI,SIRUGUPPA,TEKKALAKOTE,GHPS S.W.S. HALEKOTE,2025-02-03/2025-02-09,3,13,2.6153846153846154,0,0,
KALABURAGI,BALLARI,SIRUGUPPA,TEKKALAKOTE,GHPS S.W.S. HALEKOTE,2025-02-17/2025-02-23,1,3,2.6666666666666665,0,0,
KALABURAGI,BALLARI,SIRUGUPPA,HATCHOLLI,GHPS S.W.S. HATCHOLLI,2025-02-10/2025-02-16,1,3,4.0,0,0,
KALABURAGI,BALLARI,SIRUGUPPA,HATCHOLLI,GHPS S.W.S. HATCHOLLI,2025-02-17/2025-02-23,1,0,,0,0,
KALABURAGI,BALLARI,SIRUGUPPA,RARAVI,GHPS S.W.S. RARAVI,2025-02-24/2025-03-02,1,1,1.0,1,1,2.0
KALABURAGI,BALLARI,SIRUGUPPA,TEKKALAKOTE,GHPS S.W.S. T.KOTE,2025-02-10/2025-02-16,1,2,1.0,3,1,1.0
KALABURAGI,BALLARI,SIRUGUPPA,TEKKALAKOTE,GHPS S.W.S. T.KOTE,2025-02-17/2025-02-23,3,2,0.0,7,4,1.0
DHARWAD,HAVERI,SHIGGOAN,NARAYANPUR,GHPS SADASHIVAPETH,2025-02-17/2025-02-23,1,1,3.0,2,0,
MYSURU,MYSURU,H.D.KOTE,HEGGANUR COLONY,GHPS SAGARE HOSA COLONY,2025-02-24/2025-03-02,2,3,2.0,4,0,
DHARWAD,DHARWAD,NAVALGUND,ANNIGERI 2,GHPS SAIDAPUR,2025-02-10/2025-02-16,1,8,2.625,6,0,
DHARWAD,DHARWAD,NAVALGUND,ANNIGERI 2,GHPS SAIDAPUR,2025-02-17/2025-02-23,1,0,,0,1,0.0
KALABURAGI,VIJAYANAGARA,KUDLIGI,ALUR,GHPS SAKALAPURADHA HATTI,2025-02-17/2025-02-23,1,0,,0,0,
KALABURAGI,KOPPAL,YELBURGA,VAJRABANDI,GHPS SALABHAVI,2025-02-24/2025-03-02,3,27,1.3703703703703705,28,18,3.7222222222222223
BENGALURU,SHIVAMOGGA,SHIKARIPUR,SALUR,GHPS SALUR,2025-02-10/2025-02-16,2,7,1.4285714285714286,12,3,3.6666666666666665
BENGALURU,SHIVAMOGGA,SORAB,SAMANAVALLI,GHPS SAMANAVALLI,2025-01-20/2025-01-26,1,4,0.25,16,0,
BENGALURU,SHIVAMOGGA,SORAB,SAMANAVALLI,GHPS SAMANAVALLI,2025-02-03/2025-02-09,1,9,1.1111111111111112,24,6,2.6666666666666665
BENGALURU,SHIVAMOGGA,SORAB,SAMANAVALLI,GHPS SAMANAVALLI,2025-02-10/2025-02-16,1,0,,2,1,3.0
BENGALURU,SHIVAMOGGA,SORAB,SAMANAVALLI,GHPS SAMANAVALLI,2025-02-17/2025-02-23,1,3,1.0,3,0,
BENGALURU,SHIVAMOGGA,SORAB,SAMANAVALLI,GHPS SAMANAVALLI,2025-02-24/2025-03-02,1,0,,0,0,
DHARWAD,GADAG,GADAG RURAL,ADAVISOMAPAUR,GHPS SAMBHAPUR,2025-02-10/2025-02-16,1,1,3.0,0,0,
DHARWAD,GADAG,GADAG RURAL,ADAVISOMAPAUR,GHPS SAMBHAPUR,2025-02-17/2025-02-23,1,0,,0,0,
DHARWAD,GADAG,GADAG RURAL,ADAVISOMAPAUR,GHPS SAMBHAPUR,2025-02-24/2025-03-02,2,1,2.0,0,6,1.8333333333333333
DHARWAD,HAVERI,HANAGAL,SAMMASAGI,GHPS SAMMASAGI,2025-02-03/2025-02-09,1,1,3.0,0,0,
DHARWAD,HAVERI,HANAGAL,SAMMASAGI,GHPS SAMMASAGI,2025-02-10/2025-02-16,1,7,2.0,8,8,3.375
KALABURAGI,KOPPAL,GANGAVATHI,ANEGUNDI,GHPS SANAPUR,2025-02-03/2025-02-09,3,4,1.75,1,0,
KALABURAGI,BALLARI,BELLARY WEST,"S.N.PET, KAMPLI",GHPS SANAPURA,2025-02-10/2025-02-16,3,15,1.0666666666666667,16,15,2.7333333333333334
BENGALURU,SHIVAMOGGA,SHIKARIPUR,AMBARAGOPPA,GHPS SANDA,2025-02-17/2025-02-23,1,4,3.25,0,2,3.5
DHARWAD,GADAG,RON,SAVADI,GHPS SANDIGWAD,2025-02-10/2025-02-16,3,10,2.7,0,0,
DHARWAD,GADAG,RON,SAVADI,GHPS SANDIGWAD,2025-02-17/2025-02-23,3,6,3.0,6,0,
KALABURAGI,BALLARI,SANDUR,LAKSHMIPURA,GHPS SANDUR 14 TH WARD HOSACHAPPARADAHALLI SANDUR,2025-01-27/2025-02-02,1,0,,0,0,
KALABURAGI,BALLARI,SANDUR,LAKSHMIPURA,GHPS SANDUR 14 TH WARD HOSACHAPPARADAHALLI SANDUR,2025-02-10/2025-02-16,3,15,2.3333333333333335,2,0,
DHARWAD,DHARWAD,KALGHATAGI,DASTIKOPPA,GHPS SANGADEVARAKOPPA,2025-02-03/2025-02-09,1,1,4.0,0,0,
DHARWAD,DHARWAD,KALGHATAGI,DASTIKOPPA,GHPS SANGADEVARAKOPPA,2025-02-17/2025-02-23,3,0,,0,2,4.0
DHARWAD,DHARWAD,KALGHATAGI,DASTIKOPPA,GHPS SANGADEVARAKOPPA,2025-02-24/2025-03-02,1,0,,0,2,4.0
DHARWAD,DHARWAD,KALGHATAGI,KUDALAGI,GHPS SANGAMESHWAR,2025-02-17/2025-02-23,3,77,2.3636363636363638,37,19,3.6842105263157894
DHARWAD,DHARWAD,KALGHATAGI,KUDALAGI,GHPS SANGAMESHWAR,2025-02-24/2025-03-02,3,0,,56,7,3.857142857142857
KALABURAGI,VIJAYANAGARA,HAGARIBOMMANAHALLI,KOGALI,GHPS SANGAMESHWARA,2025-02-17/2025-02-23,1,1,2.0,0,0,
KALABURAGI,VIJAYANAGARA,HAGARIBOMMANAHALLI,KOGALI,GHPS SANGAMESHWARA,2025-02-24/2025-03-02,3,10,2.3,1,0,
KALABURAGI,BALLARI,BELLARY EAST,SIRIVARA,GHPS SANGANAKALLU,2025-02-03/2025-02-09,4,14,0.9285714285714286,17,0,
KALABURAGI,BALLARI,BELLARY EAST,SIRIVARA,GHPS SANGANAKALLU,2025-02-10/2025-02-16,5,34,2.0588235294117645,93,13,3.6923076923076925
KALABURAGI,BALLARI,BELLARY EAST,SIRIVARA,GHPS SANGANAKALLU,2025-02-17/2025-02-23,4,3,1.3333333333333333,19,3,4.0
KALABURAGI,BALLARI,BELLARY EAST,SIRIVARA,GHPS SANGANAKALLU,2025-02-24/2025-03-02,3,1,1.0,7,0,
KALABURAGI,KOPPAL,KUSTAGI,SANGANAHAL,GHPS SANGANHAL,2025-02-10/2025-02-16,1,1,4.0,0,0,
KALABURAGI,KOPPAL,KUSTAGI,SANGANAHAL,GHPS SANGANHAL,2025-02-17/2025-02-23,1,6,2.8333333333333335,0,0,
KALABURAGI,KOPPAL,GANGAVATHI,HIREJANTHAKAL,GHPS SANGAPUR,2025-02-03/2025-02-09,1,1,1.0,0,0,
KALABURAGI,KOPPAL,GANGAVATHI,HIREJANTHAKAL,GHPS SANGAPUR,2025-02-10/2025-02-16,3,13,1.6153846153846154,44,10,3.7
DHARWAD,DHARWAD,KALGHATAGI,DEVIKOPPA,GHPS SANGATIKOPPA,2025-02-17/2025-02-23,1,1,2.0,0,0,
DHARWAD,HAVERI,HAVERI,KABBUR,GHPS SANGUR,2025-02-03/2025-02-09,4,30,1.9666666666666666,59,31,3.806451612903226
DHARWAD,HAVERI,HAVERI,KABBUR,GHPS SANGUR,2025-02-10/2025-02-16,3,13,2.5384615384615383,12,7,3.142857142857143
KALABURAGI,YADAGIRI,SHORAPUR,KEMBHAVI,GHPS SANJEEV NAGAR KEMBHAVI,2025-02-03/2025-02-09,4,46,1.1304347826086956,93,31,2.967741935483871
KALABURAGI,YADAGIRI,SHORAPUR,KEMBHAVI,GHPS SANJEEV NAGAR KEMBHAVI,2025-02-17/2025-02-23,2,11,0.09090909090909091,28,6,3.1666666666666665
KALABURAGI,YADAGIRI,SHORAPUR,KEMBHAVI,GHPS SANJEEV NAGAR KEMBHAVI,2025-02-24/2025-03-02,1,2,1.0,0,0,
KALABURAGI,BALLARI,BELLARY EAST,HALAKUNDI,GHPS SANJEEVARAYANAKOTE,2025-02-03/2025-02-09,1,3,1.3333333333333333,3,0,
KALABURAGI,BALLARI,BELLARY EAST,HALAKUNDI,GHPS SANJEEVARAYANAKOTE,2025-02-10/2025-02-16,3,7,3.142857142857143,29,13,2.8461538461538463
KALABURAGI,BALLARI,BELLARY EAST,HALAKUNDI,GHPS SANJEEVARAYANAKOTE,2025-02-17/2025-02-23,1,3,1.0,0,0,
KALABURAGI,VIJAYANAGARA,HOSPET,KARIGANUR,GHPS SANKALAPURA,2025-02-03/2025-02-09,3,8,2.125,1,5,2.0
KALABURAGI,VIJAYANAGARA,HOSPET,KARIGANUR,GHPS SANKALAPURA,2025-02-10/2025-02-16,1,3,2.0,0,0,
KALABURAGI,VIJAYANAGARA,HOSPET,KARIGANUR,GHPS SANKALAPURA,2025-02-17/2025-02-23,1,2,1.0,2,3,3.0
DHARWAD,DHARWAD,KUNDAGOL,HARLAPUR,GHPS SANKLIPUR,2025-02-10/2025-02-16,4,16,1.6875,27,0,
DHARWAD,DHARWAD,KUNDAGOL,HARLAPUR,GHPS SANKLIPUR,2025-02-17/2025-02-23,1,0,,1,0,
KALABURAGI,KOPPAL,KOPPAL,KOPPAL (E),GHPS SARADARGALLI KOPPAL,2025-02-10/2025-02-16,1,1,1.0,0,0,
KALABURAGI,VIJAYANAGARA,HOSPET,"AMBEDKAR,J.RD.HPT.",GHPS SARDAR PATEL HOSPET,2025-02-10/2025-02-16,2,29,2.5517241379310347,1,1,3.0
KALABURAGI,VIJAYANAGARA,HOSPET,"AMBEDKAR,J.RD.HPT.",GHPS SARDAR PATEL HOSPET,2025-02-17/2025-02-23,3,8,1.625,10,0,
KALABURAGI,VIJAYANAGARA,KUDLIGI,"KUDLIGI, FOR GIRLS",GHPS SASALAWADA,2025-02-17/2025-02-23,1,5,3.0,12,3,4.0
KALABURAGI,BALLARI,BELLARY WEST,PARVATHI NAGAR BLY,GHPS SASTHRI NAGAR,2025-02-24/2025-03-02,2,7,3.0,8,5,3.2
DHARWAD,DHARWAD,NAVALGUND,ANNIGERI 2,GHPS SASWIHALLI,2025-02-03/2025-02-09,3,0,,3,3,3.6666666666666665
MYSURU,MYSURU,H.D.KOTE,KATTE MANUGANAHALLI,GHPS SATHIGE HUNDI,2025-02-17/2025-02-23,1,3,1.0,3,0,
DHARWAD,HAVERI,HANAGAL,ARALESHWAR,GHPS SAVASAGI,2025-02-10/2025-02-16,4,13,2.5384615384615383,13,12,2.4166666666666665
DHARWAD,HAVERI,HANAGAL,SAMMASAGI,GHPS SAVIKERI,2025-02-03/2025-02-09,2,3,4.0,2,2,4.0
DHARWAD,HAVERI,HANAGAL,SAMMASAGI,GHPS SAVIKERI,2025-02-10/2025-02-16,3,27,3.888888888888889,0,0,
KALABURAGI,KOPPAL,KOPPAL,ALAWANDI,GHPS SC/ST ALAWANDI,2025-02-10/2025-02-16,1,17,1.1176470588235294,1,1,1.0
KALABURAGI,VIJAYANAGARA,HOSPET,S.S.KAMALAPURA,GHPS SEETHARAM THANDA,2025-02-17/2025-02-23,3,0,,6,0,
DHARWAD,GADAG,MUNDARAGI,KORLAHALLI,GHPS SEVALALNAGAR(BIDNAL L.T),2025-02-10/2025-02-16,2,8,2.0,0,0,
DHARWAD,GADAG,MUNDARAGI,KORLAHALLI,GHPS SEVALALNAGAR(BIDNAL L.T),2025-02-24/2025-03-02,1,0,,3,0,
DHARWAD,HAVERI,SHIGGOAN,KONANKERI,GHPS SHADAGARAVALLI,2025-02-10/2025-02-16,1,7,1.5714285714285714,4,3,2.0
DHARWAD,HAVERI,SHIGGOAN,KONANKERI,GHPS SHADAGARAVALLI,2025-02-24/2025-03-02,1,0,,1,0,
DHARWAD,GADAG,GADAG RURAL,CHIKKAHANDIGOL,GHPS SHAGOTI,2025-02-10/2025-02-16,3,6,2.0,1,0,
DHARWAD,GADAG,GADAG RURAL,CHIKKAHANDIGOL,GHPS SHAGOTI,2025-02-17/2025-02-23,2,4,2.25,3,0,
KALABURAGI,KOPPAL,KUSTAGI,KORADAKERA,GHPS SHAKAPUR,2025-02-17/2025-02-23,2,26,2.5384615384615383,2,0,
MYSURU,MYSURU,T.N.PURA,C B HUNDI,GHPS SHAMBUDEVANA PURA,2025-02-03/2025-02-09,1,1,2.0,0,0,
MYSURU,MYSURU,T.N.PURA,C B HUNDI,GHPS SHAMBUDEVANA PURA,2025-02-24/2025-03-02,1,8,1.75,10,7,3.4285714285714284
KALABURAGI,BALLARI,BELLARY EAST,RUPANAGUDI,GHPS SHANKARABANDE,2025-02-24/2025-03-02,2,0,,0,0,
DHARWAD,HAVERI,HANAGAL,ADUR,GHPS SHANKRIKOPPA,2025-02-17/2025-02-23,3,13,0.0,56,13,3.3076923076923075
DHARWAD,HAVERI,HANAGAL,ADUR,GHPS SHANKRIKOPPA,2025-02-24/2025-03-02,2,14,0.0,23,7,3.2857142857142856
MYSURU,MYSURU,H.D.KOTE,K.BELTHURU,GHPS SHANTHIPURA,2025-02-10/2025-02-16,1,6,0.6666666666666666,13,4,2.5
KALABURAGI,KOPPAL,GANGAVATHI,ISLAMPUR EAST,GHPS SHARANABASAVESWARNAGR GANGAVATI,2025-02-03/2025-02-09,1,1,1.0,1,1,4.0
KALABURAGI,KOPPAL,GANGAVATHI,ISLAMPUR EAST,GHPS SHARANABASAVESWARNAGR GANGAVATI,2025-02-10/2025-02-16,2,7,1.1428571428571428,24,7,3.857142857142857
BENGALURU,SHIVAMOGGA,SHIKARIPUR,MALAVALLI,GHPS SHEERIHALLI,2025-02-10/2025-02-16,2,1,4.0,5,0,
DHARWAD,HAVERI,HANAGAL,TILAVALLI,GHPS SHESHAGIRI,2025-02-03/2025-02-09,1,1,2.0,0,0,
DHARWAD,HAVERI,HANAGAL,TILAVALLI,GHPS SHESHAGIRI,2025-02-10/2025-02-16,3,9,0.8888888888888888,3,1,4.0
BENGALURU,SHIVAMOGGA,SHIKARIPUR,KASABA SHIKARIPURA-1,GHPS SHIDDALINGESWAR PETA,2025-02-10/2025-02-16,2,20,1.55,48,7,3.7142857142857144
BENGALURU,SHIVAMOGGA,SHIKARIPUR,KASABA SHIKARIPURA-1,GHPS SHIDDALINGESWAR PETA,2025-02-17/2025-02-23,1,0,,2,2,4.0
BENGALURU,SHIVAMOGGA,SHIKARIPUR,KASABA SHIKARIPURA-1,GHPS SHIDDALINGESWAR PETA,2025-02-24/2025-03-02,2,0,,3,2,4.0
BENGALURU,SHIVAMOGGA,SORAB,SAMANAVALLI,GHPS SHIDDIHALLI,2025-02-10/2025-02-16,1,3,2.3333333333333335,3,3,3.6666666666666665
DHARWAD,HAVERI,HANAGAL,ADUR,GHPS SHIGIHALLI,2025-02-10/2025-02-16,1,0,,0,0,
